County,County,County,County,County,County,County,County,County,County,County,County,County,County,County,County,County
Thurston,Tumwater,WA,98501,2016,TESLA,MODEL X,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,200,0,35,204802909,PUGET SOUND ENERGY INC,53067011720,-122.89692,47.043535
King,Redmond,WA,98052,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,45,221107393,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323,-122.12302,47.67668
Spokane,Spokane,WA,99201,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,3,233570410,MODERN ELECTRIC WATER COMPANY,53063003602,-117.431895,47.667155
Kitsap,Port Orchard,WA,98367,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,32,0,26,148510610,PUGET SOUND ENERGY INC,53035092902,-122.6851642,47.506453
Snohomish,Mukilteo,WA,98275,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,21,438982099,PUGET SOUND ENERGY INC,53061041301,-122.29957,47.94187
Thurston,Yelm,WA,98597,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,53,0,2,194854712,PUGET SOUND ENERGY INC,53067012412,-122.61023,46.94126
King,Bothell,WA,98011,2016,AUDI,A3,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,16,0,1,247048077,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022102,-122.20578,47.762405
King,Seattle,WA,98177,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,38,0,36,173821161,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001400,-122.382425,47.77279
King,Kirkland,WA,98034,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,45,139532725,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022003,-122.209285,47.71124
King,Issaquah,WA,98029,2020,TESLA,MODEL X,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,293,0,5,110901724,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032220,-121.999595,47.547635
Franklin,Pasco,WA,99301,2022,FORD,F-150,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,9,211028793,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF FRANKLIN COUNTY,53021020501,-119.0982,46.232395
Thurston,Lacey,WA,98516,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,22,192527779,PUGET SOUND ENERGY INC,53067012221,-122.7510253,47.08149
King,Seattle,WA,98115,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,46,138140201,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002500,-122.3185,47.67949
King,Seatac,WA,98148,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,33,239848661,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028500,-122.32806,47.46155
Jefferson,Port Townsend,WA,98368,2014,CADILLAC,ELR,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,37,0,24,228859424,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950604,-122.7644197,48.1195874
Snohomish,Lake Stevens,WA,98258,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,44,142023570,PUGET SOUND ENERGY INC,53061052504,-122.112065,48.004345
King,Seattle,WA,98125,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,16,0,46,4257445,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000900,-122.296385,47.71558
Clark,Vancouver,WA,98686,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,19,0,17,199064078,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040811,-122.6483953,45.7010427
King,Shoreline,WA,98177,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,32,198673492,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020100,-122.382425,47.77279
Whatcom,Bellingham,WA,98229,2017,BMW,I3,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,97,0,40,217131316,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000803,-122.4569227,48.7470973
King,Kirkland,WA,98034,2015,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,84,0,1,152266019,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022203,-122.209285,47.71124
Lewis,Centralia,WA,98531,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,42,0,20,185434756,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53041970400,-122.9608702,46.717564
Clallam,Port Angeles,WA,98362,2016,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,84,0,24,259229729,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,53009001600,-123.425565,48.109795
Kitsap,Port Orchard,WA,98366,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,53,0,26,144929011,PUGET SOUND ENERGY INC,53035092500,-122.639265,47.5373
Cowlitz,Longview,WA,98632,2013,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,75,0,19,349067729,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015000801,-122.943095,46.136035
King,Redmond,WA,98052,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,18,0,45,190195141,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321,-122.12302,47.67668
King,Seattle,WA,98133,2021,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,46,168839149,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001300,-122.34584,47.76726
King,Kirkland,WA,98034,2014,FORD,FUSION,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,19,0,1,233619235,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022300,-122.209285,47.71124
King,Seattle,WA,98107,2018,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,12,36800,43,120335414,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004800,-122.37815,47.66866
Clark,Vancouver,WA,98665,2013,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,75,0,49,223970505,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041007,-122.66592,45.678565
Clark,Brush Prairie,WA,98606,2022,NISSAN,LEAF,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,18,202666012,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040603,-122.550765,45.73365
King,Bothell,WA,98011,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,1,238384541,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021905,-122.20578,47.762405
Clark,Woodland,WA,98674,2022,HYUNDAI,IONIQ 5,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,20,198543257,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040201,-122.73125,45.923065
King,Seattle,WA,98118,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,37,227488649,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010301,-122.28339,47.549285
King,Seattle,WA,98118,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,37,249603812,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033010200,-122.28339,47.549285
King,Seattle,WA,98125,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,46,238921532,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000601,-122.296385,47.71558
King,Sammamish,WA,98074,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,18,0,45,176515643,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032316,-122.0313266,47.6285782
King,Bellevue,WA,98006,2018,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,22,0,41,475887212,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024905,-122.16937,47.571015
King,Renton,WA,98055,2019,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,220,0,11,476311972,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029308,-122.197,47.43876
King,Seattle,WA,98117,2019,KIA,NIRO,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,239,0,36,305855896,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001600,-122.37276,47.689685
King,Newcastle,WA,98059,2018,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,249,0,41,122384118,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025005,-122.15734,47.487175
Kitsap,Port Orchard,WA,98366,2022,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,38,0,26,227187257,PUGET SOUND ENERGY INC,53035092200,-122.639265,47.5373
Whitman,St John,WA,99171,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,9,218177851,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53075000900,-117.58177,47.090845
Snohomish,Monroe,WA,98272,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,39,152559760,PUGET SOUND ENERGY INC,53061052203,-121.972215,47.85674
King,Bellevue,WA,98005,2014,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,208,69900,41,186245370,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023604,-122.16085,47.624515
King,Seattle,WA,98125,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,238,0,46,3606683,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000102,-122.296385,47.71558
Kitsap,Bremerton,WA,98312,2021,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,26,179084111,PUGET SOUND ENERGY INC,53035080600,-122.65223,47.57192
King,Seattle,WA,98107,2018,BMW,I3,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,97,0,43,113969712,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004800,-122.37815,47.66866
Spokane,Spokane,WA,99217,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,4,475824107,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063011202,-117.35609,47.68401
Thurston,Lacey,WA,98503,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,22,205696382,PUGET SOUND ENERGY INC,53067011410,-122.8285,47.03646
King,Tukwila,WA,98188,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,32,0,11,239616933,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200,-122.29179,47.43473
King,Kenmore,WA,98028,2023,PORSCHE,TAYCAN,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,46,235991332,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022101,-122.2504747,47.7617128
King,Seatac,WA,98148,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,33,208912721,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028500,-122.32806,47.46155
Snohomish,Bothell,WA,98021,2021,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,1,156657945,PUGET SOUND ENERGY INC,53061051918,-122.179458,47.802589
King,Bellevue,WA,98008,2023,FORD,TRANSIT,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,48,240506150,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023000,-122.11832,47.6245
King,Seattle,WA,98118,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,37,204834185,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033010200,-122.28339,47.549285
King,Redmond,WA,98052,2020,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,266,0,48,3369411,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022606,-122.12302,47.67668
King,North Bend,WA,98045,2020,TESLA,MODEL Y,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,291,0,5,125828531,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032704,-121.7814012,47.4935316
King,Seattle,WA,98112,2012,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,6,0,43,179853236,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007600,-122.30764,47.62523
King,Bellevue,WA,98004,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,41,475798039,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023807,-122.201905,47.61385
King,Seattle,WA,98105,2018,TESLA,MODEL X,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,238,0,46,286697232,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004202,-122.319115,47.66132
King,Seattle,WA,98104,2020,VOLVO,XC60,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,18,0,43,205857627,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008300,-122.329075,47.6018
King,Seattle,WA,98112,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,21,0,43,209888983,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006500,-122.30764,47.62523
King,Redmond,WA,98052,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,45,220452662,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321,-122.12302,47.67668
Clallam,Port Angeles,WA,98362,2023,FORD,F-150,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,24,240896981,BONNEVILLE POWER ADMINISTRATION||CITY OF PORT ANGELES - (WA),53009000900,-123.425565,48.109795
King,Tukwila,WA,98188,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,32,0,11,236415903,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200,-122.29179,47.43473
King,Seattle,WA,98122,2018,BMW,X5,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,13,0,37,230063998,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800,-122.30839,47.610365
King,Kirkland,WA,98034,2021,BMW,X5,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,30,0,1,127075910,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022300,-122.209285,47.71124
Kitsap,Bainbridge Island,WA,98110,2013,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,208,69900,23,2443710,PUGET SOUND ENERGY INC,53035091002,-122.5235781,47.6293323
Clark,Ridgefield,WA,98642,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,18,218434996,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040304,-122.743485,45.81886
King,Seattle,WA,98109,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,43,210050123,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006600,-122.34848,47.632405
King,Preston,WA,98027,2022,RIVIAN,R1T,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,5,204941649,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032221,-122.03644,47.53374
King,Seattle,WA,98144,2012,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,73,0,37,132224795,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009500,-122.30823,47.581975
King,Sammamish,WA,98074,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,41,194971822,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032217,-122.0313266,47.6285782
King,Renton,WA,98056,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,41,238662042,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025201,-122.180505,47.500055
Clark,Vancouver,WA,98685,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,18,228613269,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040907,-122.70302,45.703706
King,Maple Valley,WA,98038,2020,TESLA,MODEL Y,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,291,0,5,131471686,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032007,-122.05191,47.357985
King,Shoreline,WA,98177,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,53,0,32,131412746,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020200,-122.382425,47.77279
Thurston,Olympia,WA,98501,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,35,144352666,PUGET SOUND ENERGY INC,53067011821,-122.89692,47.043535
King,Kent,WA,98031,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,32,0,47,182183305,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029403,-122.2012521,47.3931814
Snohomish,Lake Stevens,WA,98258,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,44,212093136,PUGET SOUND ENERGY INC,53061052603,-122.112065,48.004345
Thurston,Lacey,WA,98503,2019,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,220,0,22,305917048,PUGET SOUND ENERGY INC,53067011626,-122.8285,47.03646
King,Kirkland,WA,98033,2014,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,84,0,45,251870727,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022401,-122.20264,47.6785
Thurston,Rochester,WA,98579,2022,KIA,EV6,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,35,207720733,PUGET SOUND ENERGY INC,53067012720,-123.09575,46.82114
King,Bellevue,WA,98005,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,48,218545876,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023603,-122.16085,47.624515
King,Seattle,WA,98109,2013,TOYOTA,RAV4,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,103,0,36,319368647,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006000,-122.34848,47.632405
King,Sammamish,WA,98074,2018,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,151,0,45,474823394,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032216,-122.0313266,47.6285782
King,Seattle,WA,98107,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,238,0,43,188557274,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004800,-122.37815,47.66866
King,Seattle,WA,98133,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,46,123407791,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001300,-122.34584,47.76726
King,Seatac,WA,98148,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,33,207750567,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028500,-122.32806,47.46155
Clark,Battle Ground,WA,98604,2022,TESLA,MODEL X,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,18,216652607,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040416,-122.53218,45.77945
Snohomish,Bothell,WA,98021,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,1,148432826,PUGET SOUND ENERGY INC,53061051938,-122.179458,47.802589
